"survey_offers","survey_plans","survey_salary","fulltimejob","survey_internships","major1"
"3","accepted fulltime job",NA,1,"3","Management and Leadership"
"1","accepted fulltime job",80000,1,"2","Finance"
"1","accepted fulltime job",NA,1,"0","Supply Chain & Operations Mgmt"
"2","accepted fulltime job",38000,1,"2","Marketing"
"0","continuing education",NA,0,"2","Finance"
"1","accepted fulltime job",85000,1,"2","Business Economics"
"4","accepted fulltime job",52500,1,"1","Finance"
"2","accepted fulltime job",52349,1,"2","Finance"
"2","accepted fulltime job",70000,1,"1","Human Capital Mgmt& Leadership"
"0","other",NA,0,"1","Marketing"
"1","accepted fulltime job",54500,1,"1","Accountancy"
"1","accepted fulltime job",55000,1,"1","Supply Chain & Operations Mgmt"
"2","accepted fulltime job",60000,1,"2","Finance"
"1","accepted fulltime job",73000,1,"2","Accountancy"
"0","seeking employment",NA,0,"2","Marketing"
"5","accepted fulltime job",85000,1,"2","Finance"
"1","accepted fulltime job",75000,1,"2","Business Analytics"
"1","seeking employment",NA,1,"1","Marketing"
NA,"seeking employment",NA,0,"1","Marketing"
NA,"accepted fulltime job",58000,1,"0","Marketing"
"1","accepted fulltime job",60000,1,"2","Finance"
"0","accepted fulltime job",NA,1,"2","Information Systems"
"2","accepted fulltime job",48000,1,"3","Marketing"
NA,"accepted fulltime job",NA,1,"0","Marketing"
"1","accepted fulltime job",55000,1,"2","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",NA,1,"1","Business Economics"
"1","accepted fulltime job",37000,1,"0","Marketing"
"0","seeking employment",NA,0,"1","Marketing"
"1","accepted fulltime job",62500,1,"2","Finance"
"1","accepted fulltime job",62000,1,"1","Finance"
"1","accepted fulltime job",52000,1,"2","Marketing"
"2","accepted fulltime job",52000,1,"2","Finance"
"1","accepted fulltime job",65000,1,"1","Business Economics"
NA,"accepted fulltime job",NA,1,"3","Finance"
"1","accepted fulltime job",60000,1,"2","Accountancy"
"2","accepted fulltime job",68000,1,"2","Information Systems"
"2","continuing education",NA,1,"0","Accountancy"
NA,"accepted parttime job",NA,0,"0","Accountancy"
"2","accepted fulltime job",42000,1,"1","Marketing"
"1","accepted fulltime job",30000,1,"2","Marketing"
"1","accepted fulltime job",56000,1,"1","Accountancy"
"1","accepted fulltime job",55000,1,"2","Marketing"
"0","seeking employment",NA,0,"1","Business Economics"
"1","accepted fulltime job",56000,1,"2","Accountancy"
"1","accepted fulltime job",75000,1,"2","Business Economics"
"1","accepted fulltime job",75000,1,"1","Business Economics"
"2","accepted fulltime job",66560,1,"4","Marketing"
"1","accepted fulltime job",70000,1,"1","Finance"
"1","seeking employment",NA,1,"2","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",68000,1,"1","Finance"
"1","accepted fulltime job",55000,1,"2","Accountancy"
NA,"accepted fulltime job",40000,1,"0","Management and Leadership"
NA,"accepted fulltime job",NA,1,"0","Finance"
"2","accepted fulltime job",52000,1,"1","Accountancy"
"1","seeking employment",NA,1,"1","Marketing"
NA,"accepted fulltime job",NA,1,"0","Marketing"
"3","accepted fulltime job",71000,1,"2","Accountancy"
"1","accepted fulltime job",NA,1,"2","Finance"
"4","other",NA,1,"0","Accountancy"
"1","accepted fulltime job",62000,1,"2","Accountancy"
"0","continuing education",NA,0,"1","Marketing"
"2","accepted fulltime job",65000,1,"2","Marketing"
"3","accepted fulltime job",57500,1,"2","Supply Chain & Operations Mgmt"
"0","seeking employment",NA,0,"1","Business Economics"
"0","seeking continuing education",NA,0,"3","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",75000,1,"3","Accountancy"
"2","accepted fulltime job",54000,1,"1","Accountancy"
"1","accepted fulltime job",57000,1,"2","Finance"
"1","accepted fulltime job",50000,1,"1","Marketing"
"1","seeking employment",NA,1,"2","Management and Leadership"
"2","accepted fulltime job",54000,1,"2","Marketing"
"3","accepted fulltime job",80000,1,"2","Finance"
"0","seeking employment",NA,0,"3","Marketing"
"2","seeking employment",NA,1,"1","Finance"
"2","accepted fulltime job",58000,1,"1","Finance"
"2","accepted fulltime job",55000,1,"1","Marketing"
"1","accepted fulltime job",55000,1,"1","Marketing"
"2","accepted fulltime job",60000,1,"3","Information Systems"
NA,"accepted fulltime job",80000,1,"2","Finance"
"1","accepted fulltime job",65000,1,"2","Finance"
"3","accepted fulltime job",85000,1,"2","Business Economics"
"1","accepted fulltime job",64500,1,"1","Marketing"
"1","accepted fulltime job",75000,1,"2","Accountancy"
"1","accepted fulltime job",58000,1,"1","Accountancy"
NA,"accepted fulltime job",NA,1,"0","Marketing"
"1","accepted fulltime job",56000,1,"4","Supply Chain & Operations Mgmt"
"1","seeking employment",NA,1,"0","Human Capital Mgmt& Leadership"
"1","accepted fulltime job",41000,1,"2","Marketing"
"1","accepted fulltime job",75000,1,"1","Marketing"
"1","accepted fulltime job",60000,1,"2","Finance"
NA,"accepted fulltime job",NA,1,"3","Finance"
"2","accepted fulltime job",53000,1,"1","Finance"
"2","accepted fulltime job",52500,1,"0","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",55000,1,"1","Accountancy"
"1","accepted fulltime job",74000,1,"3","Finance"
"1","accepted fulltime job",52000,1,"3","Marketing"
"2","accepted fulltime job",68000,1,"2","Finance"
"1","accepted fulltime job",52000,1,"1","Marketing"
NA,"seeking continuing education",NA,0,"0","Information Systems"
"3","accepted fulltime job",85000,1,"4","Finance"
"2","accepted fulltime job",55000,1,"1","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",NA,1,"5","Supply Chain & Operations Mgmt"
"2","seeking employment",NA,1,"0","Marketing"
"2","accepted fulltime job",57000,1,"1","Business Economics"
NA,"accepted fulltime job",63000,1,"2","Finance"
"2","accepted fulltime job",50000,1,"1","Marketing"
"0","seeking employment",NA,0,"1","Business Economics"
"1","seeking employment",NA,1,"2","Marketing"
"1","accepted fulltime job",66000,1,"2","Information Systems"
"2","continuing education",NA,1,"0","Finance"
NA,"accepted fulltime job",80000,1,"0","Finance"
"1","accepted fulltime job",45000,1,"1","Marketing"
"1","accepted fulltime job",65000,1,"2","Finance"
"2","accepted fulltime job",85000,1,"1","Accountancy"
"2","accepted fulltime job",64000,1,"2","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",58000,1,"2","Finance"
"1","accepted fulltime job",60000,1,"1","Marketing"
"0","seeking employment",NA,0,"3","Marketing"
"1","accepted fulltime job",52500,1,"2","Finance"
"0","seeking employment",NA,0,"1","Business Economics"
"0","continuing education",NA,0,"1","Marketing"
"0","seeking employment",NA,0,"2","Marketing"
"3","accepted fulltime job",50000,1,"3","Marketing"
NA,"seeking employment",NA,0,"0","Marketing"
"2","accepted fulltime job",70000,1,"2","Finance"
"1","accepted fulltime job",65000,1,"3","Finance"
"3","accepted fulltime job",50000,1,"2","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",63000,1,"2","Finance"
"0","accepted fulltime job",70000,1,"2","Marketing"
"1","accepted fulltime job",44000,1,"2","Marketing"
NA,"accepted fulltime job",NA,1,"2","Finance"
NA,"accepted fulltime job",45000,1,"1","Finance"
NA,"accepted fulltime job",NA,1,"4","Finance"
"3","accepted fulltime job",75000,1,"3","Accountancy"
"0","accepted fulltime job",NA,1,"2","Marketing"
"0","seeking employment",NA,0,"2","Marketing"
"1","accepted fulltime job",45000,1,"2","Finance"
NA,"accepted fulltime job",44000,1,"0","Marketing"
"4","accepted fulltime job",60000,1,"1","Finance"
"9","accepted fulltime job",80000,1,"2","Marketing"
NA,"continuing education",NA,0,"3","Finance"
"1","accepted fulltime job",61880,1,"1","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",60000,1,"0","Marketing"
"4","accepted fulltime job",60000,1,"2","Finance"
"2","accepted fulltime job",58000,1,"1","Marketing"
NA,"accepted fulltime job",NA,1,"0","Human Capital Mgmt& Leadership"
"0","seeking employment",NA,0,"1","Information Systems"
"1","accepted fulltime job",73000,1,"1","Information Systems"
"2","accepted fulltime job",52000,1,"2","Finance"
"2","accepted fulltime job",40000,1,"1","Marketing"
"2","accepted fulltime job",52000,1,"2","Accountancy"
"1","accepted fulltime job",61000,1,"3","Accountancy"
"0","accepted fulltime job",50000,1,"0","Finance"
"0","accepted fulltime job",NA,1,"3","Marketing"
"4","accepted fulltime job",80000,1,"3","Accountancy"
"1","accepted fulltime job",85000,1,"3","Finance"
"0","continuing education",NA,0,"0","Business Economics"
"2","accepted fulltime job",45000,1,"1","Marketing"
"0","seeking employment",NA,0,"1","Marketing"
"1","accepted fulltime job",60000,1,"2","Marketing"
"1","accepted fulltime job",NA,1,"1","Marketing"
"1","seeking employment",NA,1,"2","Information Systems"
"2","accepted fulltime job",35000,1,"3","Marketing"
"2","accepted fulltime job",48500,1,"2","Marketing"
NA,"accepted fulltime job",62500,1,"2","Accountancy"
"1","accepted fulltime job",50000,1,"1","Business Economics"
"0","continuing education",NA,0,"0","Marketing"
"1","accepted fulltime job",68000,1,"1","Finance"
"2","accepted fulltime job",60000,1,"1","Information Systems"
"1","accepted fulltime job",60000,1,"1","Accountancy"
NA,"seeking employment",NA,0,"1","Marketing"
NA,"accepted fulltime job",50000,1,"2","Marketing"
"1","accepted fulltime job",66000,1,"1","Finance"
NA,"continuing education",NA,0,"3","Finance"
"1","accepted fulltime job",60000,1,"2","Finance"
"0","accepted fulltime job",NA,1,"1","Information Systems"
"na","seeking employment",NA,1,"0","Finance"
"3","accepted fulltime job",60000,1,"2","Human Capital Mgmt& Leadership"
"1","accepted fulltime job",70000,1,"2","Business Analytics"
"1","accepted fulltime job",60000,1,"3","Marketing"
"1","accepted fulltime job",52000,1,"2","Finance"
"2","accepted fulltime job",NA,1,"4","Marketing"
"1","seeking employment",NA,1,"0","Finance"
NA,"accepted fulltime job",30000,1,"0","Marketing"
"1","accepted fulltime job",57000,1,"2","Marketing"
"1","accepted fulltime job",NA,1,"1","Finance"
"4","accepted fulltime job",53000,1,"1","Finance"
"1","accepted fulltime job",60000,1,"1","Accountancy"
"2","accepted fulltime job",60000,1,"1","Finance"
"1","accepted fulltime job",35000,1,"1","Marketing"
"4","accepted fulltime job",64000,1,"2","Accountancy"
"2","accepted fulltime job",62500,1,"1","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",NA,1,"0","Finance"
"2","accepted fulltime job",56000,1,"2","Business Economics"
"2","accepted fulltime job",61500,1,"1","Finance"
"1","accepted fulltime job",62000,1,"2","Accountancy"
NA,"accepted fulltime job",NA,1,"2","Marketing"
NA,"accepted fulltime job",NA,1,"2","Finance"
"0","seeking employment",NA,0,"1","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",75000,1,"3","Marketing"
"0","accepted fulltime job",NA,1,"1","Marketing"
"1","accepted fulltime job",50000,1,"1","Finance"
"0","accepted fulltime job",NA,1,"3","Finance"
"1","accepted fulltime job",62000,1,"2","Finance"
"2","accepted fulltime job",52000,1,"5","Entrepreneurship"
"2","accepted fulltime job",55000,1,"3","Accountancy"
"3","accepted fulltime job",64000,1,"2","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",62500,1,"1","Finance"
"5","accepted fulltime job",52000,1,"1","Accountancy"
"1","accepted fulltime job",68000,1,"1","Accountancy"
"1","accepted fulltime job",60650,1,"0","Business Economics"
"0","seeking employment",NA,0,"0","Marketing"
"0","seeking continuing education",NA,0,"2","Human Capital Mgmt& Leadership"
"0","seeking employment",NA,0,"3","Marketing"
"2","accepted fulltime job",72000,1,"1","Marketing"
NA,"accepted fulltime job",NA,1,"4","Marketing"
"3","accepted fulltime job",67000,1,"3","Finance"
"1","accepted fulltime job",51000,1,"1","Marketing"
"1","accepted fulltime job",63000,1,"2","Accountancy"
NA,"accepted fulltime job",NA,1,"1","Management and Leadership"
"1","accepted fulltime job",60000,1,"2","Accountancy"
"1","accepted fulltime job",35000,1,"2","Marketing"
"2","seeking employment",NA,1,"3","Business Economics"
NA,"accepted fulltime job",58000,1,"1","Accountancy"
"2","accepted fulltime job",54900,1,"3","Supply Chain & Operations Mgmt"
"0","seeking employment",NA,0,"2","Marketing"
"3","accepted fulltime job",50000,1,"1","Marketing"
"1","accepted fulltime job",60000,1,"1","Finance"
"1","accepted fulltime job",70000,1,"3","Finance"
NA,"accepted fulltime job",NA,1,"2","Finance"
"0","accepted parttime job",NA,0,"2","Marketing"
"2","accepted fulltime job",70000,1,"1","Finance"
"1","accepted fulltime job",71000,1,"2","Accountancy"
NA,"continuing education",NA,0,"2","Marketing"
"1","seeking employment",NA,1,"2","Finance"
"1","accepted fulltime job",62000,1,"2","Accountancy"
NA,"accepted fulltime job",NA,1,"2","Finance"
"1","accepted fulltime job",NA,1,"1","Finance"
"3","accepted fulltime job",NA,1,"3","Marketing"
"0","accepted fulltime job",NA,1,"3","Marketing"
"1","accepted parttime job",NA,1,"1","Marketing"
"0","continuing education",NA,0,"0","Accountancy"
"0","seeking employment",NA,0,"1","Finance"
"2","accepted fulltime job",65000,1,"1","Finance"
"1","not seeking employment",NA,1,"1","Marketing"
NA,"seeking employment",NA,0,"0","Marketing"
"1","accepted fulltime job",55737,1,"1","Marketing"
NA,"accepted fulltime job",NA,1,"0","Marketing"
"1","accepted fulltime job",57000,1,"2","Finance"
"2","accepted fulltime job",50000,1,"1","Marketing"
"1","accepted fulltime job",NA,1,"1","Management and Leadership"
"1","seeking employment",NA,1,"2","Supply Chain & Operations Mgmt"
"0","seeking employment",NA,0,"2","Management and Leadership"
"1","accepted fulltime job",53100,1,"1","Accountancy"
"2","accepted fulltime job",47000,1,"3","Accountancy"
"2","accepted fulltime job",65000,1,"3","Finance"
"1","accepted fulltime job",58000,1,"1","Accountancy"
"2","accepted fulltime job",58000,1,"2","Business Economics"
"1","accepted fulltime job",55000,1,"2","Information Systems"
"1","accepted fulltime job",60000,1,"1","Marketing"
"2","accepted fulltime job",30000,1,"2","Marketing"
"3","accepted fulltime job",72000,1,"2","Supply Chain & Operations Mgmt"
"2","accepted fulltime job",65000,1,"2","Finance"
"2","accepted fulltime job",68700,1,"3","Marketing"
"1","accepted fulltime job",NA,1,"1","Entrepreneurship"
"6","accepted fulltime job",64000,1,"1","Accountancy"
"1","accepted fulltime job",61000,1,"2","Accountancy"
"1","accepted fulltime job",66000,1,"3","Accountancy"
"1","accepted fulltime job",50000,1,"1","Finance"
"1","accepted fulltime job",65000,1,"2","Marketing"
"3","accepted fulltime job",40000,1,"1","Marketing"
NA,"accepted fulltime job",57000,1,"0","Accountancy"
"0","seeking employment",NA,0,"2","Marketing"
"1","accepted fulltime job",60000,1,"1","Business Analytics"
"2","accepted fulltime job",45000,1,"2","Supply Chain & Operations Mgmt"
"2","accepted fulltime job",62500,1,"1","Accountancy"
"2","accepted fulltime job",NA,1,"1","Accountancy"
"3","accepted fulltime job",30000,1,"1","Marketing"
NA,"accepted fulltime job",57500,1,"0","Marketing"
"1","accepted fulltime job",40000,1,"0","Finance"
"1","accepted fulltime job",57000,1,"3","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",40000,1,"0","Marketing"
"2","accepted fulltime job",45000,1,"2","Finance"
"1","accepted fulltime job",42000,1,"2","Finance"
"0","seeking employment",NA,0,"0","Marketing"
NA,"continuing education",NA,0,"0","Supply Chain & Operations Mgmt"
"4","continuing education",NA,1,"0","Marketing"
"3","accepted fulltime job",55000,1,"3","Finance"
"1","accepted fulltime job",50000,1,"2","Accountancy"
NA,"accepted fulltime job",NA,1,"0","Finance"
"1","seeking employment",NA,1,"0","Finance"
"8","accepted fulltime job",55000,1,"0","Finance"
"1","accepted fulltime job",60000,1,"2","Accountancy"
"2","accepted fulltime job",NA,1,"2","Marketing"
NA,"accepted fulltime job",NA,1,"0","Marketing"
"3","accepted fulltime job",60000,1,"2","Finance"
"0","continuing education",NA,0,"1","Finance"
"1","accepted fulltime job",66000,1,"1","Accountancy"
"3","accepted fulltime job",55000,1,"3","Marketing"
"3","accepted fulltime job",40000,1,"1","Marketing"
"1","accepted fulltime job",42000,1,"1","Marketing"
NA,"seeking employment",NA,0,"1","Marketing"
"1","accepted fulltime job",55000,1,"0","Business Economics"
"1","accepted fulltime job",57000,1,"1","Accountancy"
"0","continuing education",NA,0,"0","Finance"
"1","accepted fulltime job",60000,1,"3","Supply Chain & Operations Mgmt"
"0","seeking employment",NA,0,"1","Accountancy"
"2","accepted fulltime job",52500,1,"2","Accountancy"
"1","accepted fulltime job",60000,1,"2","Accountancy"
NA,"continuing education",NA,0,"0","Marketing"
"1","accepted fulltime job",65000,1,"1","Finance"
"3","accepted fulltime job",58000,1,"2","Accountancy"
"2","accepted fulltime job",62000,1,"1","Business Economics"
"2","accepted fulltime job",45000,1,"1","Accountancy"
"2","accepted fulltime job",72000,1,"2","Finance"
NA,"accepted fulltime job",NA,1,"2","Finance"
"2","accepted fulltime job",45000,1,"1","Business Economics"
"0","seeking employment",NA,0,"1","Marketing"
"1","accepted fulltime job",62500,1,"1","Accountancy"
"0","accepted fulltime job",80000,1,"2","Finance"
"3","accepted fulltime job",50000,1,"2","Marketing"
"0","continuing education",NA,0,"1","Accountancy"
"0","seeking continuing education",NA,0,"1","Business Economics"
NA,"seeking employment",NA,0,"0","Business Economics"
"1","accepted fulltime job",85000,1,"3","Finance"
NA,"accepted fulltime job",NA,1,"0","Marketing"
"2","accepted fulltime job",45000,1,"2","Marketing"
"2","accepted fulltime job",42000,1,"2","Marketing"
"2","accepted fulltime job",58000,1,"1","Finance"
"2","accepted fulltime job",80000,1,"2","Management and Leadership"
"3","accepted fulltime job",64000,1,"2","Business Economics"
"1","accepted fulltime job",52000,1,"2","Marketing"
"1","accepted fulltime job",50000,1,"3","Marketing"
"1","accepted fulltime job",80000,1,"0","Finance"
NA,"accepted fulltime job",31000,1,"2","Finance"
"1","accepted fulltime job",54995.2,1,"1","Marketing"
"1","accepted fulltime job",63000,1,"1","Finance"
"1","accepted fulltime job",56000,1,"1","Accountancy"
"0","seeking employment",NA,0,"2","Marketing"
"1","accepted fulltime job",58000,1,"2","Information Systems"
"1","accepted fulltime job",1e+05,1,"2","Marketing"
"3","accepted fulltime job",65000,1,"3","Supply Chain & Operations Mgmt"
"0","accepted fulltime job",NA,1,"2","Finance"
"0","military service",NA,0,"0","Management and Leadership"
"1","accepted fulltime job",67000,1,"2","Business Economics"
NA,"accepted fulltime job",NA,1,"2","Finance"
"2","seeking employment",NA,1,"1","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",63000,1,"1","Marketing"
"2","accepted fulltime job",65000,1,"2","Finance"
"1","accepted fulltime job",72000,1,"1","Finance"
"1","accepted fulltime job",45000,1,"2","Marketing"
"1","accepted fulltime job",35000,1,"3","Marketing"
"1","accepted fulltime job",77750,1,"1","Business Analytics"
"2","accepted fulltime job",67200,1,"2","Finance"
"3","accepted fulltime job",52000,1,"3","Marketing"
"2","accepted fulltime job",46000,1,"0","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",64000,1,"1","Business Economics"
"3","accepted fulltime job",50000,1,"3","Finance"
"1","accepted fulltime job",57000,1,"1","Accountancy"
NA,"accepted fulltime job",NA,1,"1","Business Economics"
"4","accepted fulltime job",60000,1,"0","Business Analytics"
"1","accepted fulltime job",56000,1,"2","Marketing"
"1","accepted fulltime job",45000,1,"2","Finance"
"1","accepted fulltime job",42000,1,"2","Marketing"
"0","seeking employment",NA,0,"1","Management and Leadership"
"0","accepted fulltime job",NA,1,"1","Finance"
"0","continuing education",NA,0,"1","Finance"
"2","accepted fulltime job",NA,1,"1","Marketing"
"3","accepted fulltime job",53000,1,"1","Accountancy"
"0","seeking employment",NA,0,"1","Finance"
"1","accepted fulltime job",59900,1,"2","Accountancy"
"2","accepted fulltime job",40000,1,"2","Marketing"
"1","accepted fulltime job",50000,1,"2","Entrepreneurship"
"3","accepted fulltime job",63000,1,"2","Finance"
"4","accepted fulltime job",55000,1,"2","Accountancy"
"0","seeking employment",NA,0,"0","Information Systems"
"4","accepted fulltime job",52000,1,"1","Accountancy"
"1","accepted fulltime job",75000,1,"3","Marketing"
"3","accepted fulltime job",45000,1,"2","Finance"
"1","accepted fulltime job",60000,1,"1","Accountancy"
"1","accepted fulltime job",52500,1,"0","Human Capital Mgmt& Leadership"
"1","accepted fulltime job",50000,1,"2","Marketing"
NA,"accepted fulltime job",NA,1,"0","Accountancy"
"1","accepted fulltime job",63000,1,"2","Business Analytics"
"1","accepted fulltime job",52500,1,"1","Supply Chain & Operations Mgmt"
"2","accepted fulltime job",75000,1,"1","Finance"
"1","accepted fulltime job",60000,1,"3","Finance"
NA,"accepted fulltime job",NA,1,"1","Finance"
"1","accepted fulltime job",57000,1,"2","Finance"
"1","accepted fulltime job",65000,1,"2","Accountancy"
"3","accepted fulltime job",56000,1,"4","Finance"
"1","accepted fulltime job",85000,1,"2","Finance"
"1","accepted fulltime job",53000,1,"2","Accountancy"
"0","seeking employment",NA,0,"2","Finance"
"1","accepted fulltime job",41000,1,"1","Finance"
"1","accepted fulltime job",58000,1,"2","Marketing"
"0","military service",NA,0,"1","Marketing"
NA,"accepted fulltime job",52500,1,"3","Finance"
"2","accepted fulltime job",58000,1,"2","Business Economics"
NA,"accepted fulltime job",NA,1,"2","Finance"
"2","accepted fulltime job",75000,1,"2","Accountancy"
"2","accepted fulltime job",62000,1,"3","Finance"
"0","seeking employment",NA,0,"2","Marketing"
"0","continuing education",NA,0,"0","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",NA,1,"1","Finance"
"1","accepted fulltime job",80000,1,"3","Business Analytics"
"1","accepted fulltime job",72500,1,"4","Finance"
NA,"seeking employment",NA,0,"1","Human Capital Mgmt& Leadership"
"2","accepted fulltime job",65000,1,"2","Marketing"
"1","accepted fulltime job",52500,1,"1","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",NA,1,"0","Marketing"
"0","seeking employment",NA,0,"1","Information Systems"
"2","accepted fulltime job",45000,1,"2","Entrepreneurship"
"2","accepted fulltime job",65000,1,"3","Finance"
"1","accepted fulltime job",55000,1,"3","Finance"
"1","accepted fulltime job",85000,1,"3","Finance"
"1","accepted fulltime job",50000,1,"1","Accountancy"
"0","seeking employment",NA,0,"0","Marketing"
"3","seeking employment",NA,1,"3","Finance"
"2","accepted fulltime job",52000,1,"2","Accountancy"
"1","accepted fulltime job",48000,1,"0","Information Systems"
"4","accepted fulltime job",87000,1,"3","Finance"
"1","accepted fulltime job",80000,1,"2","Business Economics"
"3","accepted fulltime job",50000,1,"1","Finance"
"1","accepted fulltime job",NA,1,"1","Business Analytics"
"1","accepted fulltime job",55000,1,"2","Human Capital Mgmt& Leadership"
"2","accepted fulltime job",62000,1,"2","Supply Chain & Operations Mgmt"
NA,"continuing education",NA,0,"2","Marketing"
NA,"accepted fulltime job",NA,1,"0","Finance"
"2","accepted fulltime job",85000,1,"3","Finance"
"2","accepted fulltime job",45000,1,"2","Supply Chain & Operations Mgmt"
NA,"seeking employment",NA,0,"3","Marketing"
"1","seeking employment",NA,1,"2","Marketing"
"2","accepted fulltime job",60000,1,"2","Marketing"
"0","seeking employment",NA,0,"1","Marketing"
"1","seeking employment",NA,1,"1","Interdisciplinary Bus Managemt"
NA,"accepted fulltime job",NA,1,"0","Human Capital Mgmt& Leadership"
"1","accepted fulltime job",55000,1,"2","Business Analytics"
"0","accepted fulltime job",NA,1,"4","Marketing"
NA,"accepted fulltime job",45000,1,"2","Marketing"
"1","accepted fulltime job",60000,1,"1","Accountancy"
"2","accepted fulltime job",68000,1,"1","Information Systems"
"2","accepted fulltime job",55000,1,"2","Marketing"
"2","accepted fulltime job",55000,1,"1","Business Economics"
"1","accepted fulltime job",50000,1,"2","Finance"
"1","accepted fulltime job",45000,1,"2","Marketing"
"5","accepted fulltime job",70000,1,"1","Finance"
"2","accepted fulltime job",76000,1,"3","Finance"
"3","accepted fulltime job",50000,1,"1","Finance"
NA,"accepted fulltime job",54000,1,"3","Finance"
"0","accepted parttime job",NA,0,"0","Information Systems"
"0","seeking employment",NA,0,"2","Accountancy"
"1","accepted fulltime job",40000,1,"1","Marketing"
NA,"accepted fulltime job",NA,1,"1","Marketing"
NA,"accepted fulltime job",NA,1,"2","Marketing"
"0","not seeking employment",NA,0,"0","Finance"
"1","accepted fulltime job",50000,1,"1","Finance"
"2","accepted fulltime job",NA,1,"2","Finance"
"5","accepted fulltime job",64000,1,"3","Supply Chain & Operations Mgmt"
"na","seeking employment",NA,1,"1","Finance"
"2","continuing education",NA,1,"2","Finance"
"0","seeking employment",NA,0,"0","Human Capital Mgmt& Leadership"
"0","accepted parttime job",NA,0,"1","Finance"
"0","seeking employment",NA,0,"1","Finance"
"3","accepted fulltime job",65000,1,"2","Finance"
"1","accepted fulltime job",NA,1,"1","Marketing"
"2","seeking employment",NA,1,"1","Marketing"
"2","seeking employment",NA,1,"1","Marketing"
"3","accepted fulltime job",57000,1,"1","Marketing"
"1","accepted fulltime job",62500,1,"1","Finance"
"1","accepted fulltime job",NA,1,"5","Finance"
"1","accepted fulltime job",85000,1,"3","Finance"
"1","accepted fulltime job",55000,1,"2","Finance"
"1","accepted fulltime job",47000,1,"2","Finance"
"1","accepted fulltime job",60000,1,"3","Marketing"
"1","accepted fulltime job",61000,1,"1","Supply Chain & Operations Mgmt"
"0","accepted fulltime job",NA,1,"4","Marketing"
"1","accepted fulltime job",50000,1,"2","Marketing"
"1","accepted fulltime job",70000,1,"2","Information Systems"
"1","other",NA,1,"2","Business Economics"
"1","accepted fulltime job",75000,1,"2","Business Analytics"
"0","accepted fulltime job",NA,1,"2","Marketing"
"1","accepted fulltime job",71000,1,"2","Finance"
"2","accepted fulltime job",50000,1,"2","Finance"
"2","accepted fulltime job",56000,1,"0","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",NA,1,"0","Finance"
"1","accepted fulltime job",30000,1,"0","Finance"
"0","seeking continuing education",NA,0,"2","Supply Chain & Operations Mgmt"
NA,"accepted fulltime job",NA,1,"2","Marketing"
"0","continuing education",NA,0,"2","Marketing"
"3","accepted fulltime job",50000,1,"0","Supply Chain & Operations Mgmt"
NA,"accepted parttime job",33280,0,"1","Finance"
"3","accepted fulltime job",62000,1,"2","Accountancy"
"2","accepted fulltime job",72000,1,"2","Finance"
"1","accepted fulltime job",51000,1,"2","Human Capital Mgmt& Leadership"
"1","accepted fulltime job",50000,1,"1","Accountancy"
"1","accepted fulltime job",88000,1,"1","Finance"
"0","seeking employment",NA,0,"0","Marketing"
"0","accepted fulltime job",NA,1,"0","Management and Leadership"
"2","accepted fulltime job",10000,1,"3","Marketing"
"1","accepted fulltime job",50000,1,"0","Supply Chain & Operations Mgmt"
"2","accepted fulltime job",41000,1,"2","Marketing"
NA,"accepted fulltime job",NA,1,"4","Finance"
"1","accepted fulltime job",65000,1,"2","Finance"
"4","accepted fulltime job",80000,1,"3","Finance"
"2","accepted fulltime job",50000,1,"1","Marketing"
"3","accepted fulltime job",64000,1,"1","Accountancy"
"1","accepted fulltime job",51000,1,"2","Business Economics"
"0","seeking employment",NA,0,"0","Finance"
"1","accepted fulltime job",52000,1,"1","Accountancy"
"0","continuing education",NA,0,"0","Finance"
"0","continuing education",NA,0,"0","Supply Chain & Operations Mgmt"
"0","continuing education",NA,0,"2","Finance"
"1","accepted fulltime job",60000,1,"2","Finance"
"1","accepted fulltime job",55000,1,"2","Finance"
"0","military service",NA,0,"1","Supply Chain & Operations Mgmt"
"1","accepted fulltime job",57000,1,"2","Marketing"
"2","accepted fulltime job",51000,1,"1","Finance"
"0","continuing education",NA,0,"0","Supply Chain & Operations Mgmt"
NA,"continuing education",NA,0,"0","Finance"
NA,"accepted fulltime job",NA,1,"3","Finance"
"2","accepted fulltime job",40000,1,"1","Marketing"
"2","accepted fulltime job",56000,1,"1","Accountancy"
NA,"accepted fulltime job",NA,1,"3","Entrepreneurship"
